row_id,error_type,original_text,corrected_text,source_sentence,hypothesis_sentence
1316,R:OTHER,of,a,"Students could receive a better , more efficient education if they spend 11 months a year studying partly because of after the long vacation , students will not remember the knowledge they have learned , partly because of long vacation will let students used to have fun instead of study , and partly because of some difficult courses should be continually studying .","Students could receive a better , more efficient education if they spent 11 months a year studying , partly because after the long vacation , students will not remember the knowledge they have learned , partly because a long vacation will get students used to having fun instead of studying , and partly because some difficult courses should be studied continually ."
1316,R:VERB,let,get,"Students could receive a better , more efficient education if they spend 11 months a year studying partly because of after the long vacation , students will not remember the knowledge they have learned , partly because of long vacation will let students used to have fun instead of study , and partly because of some difficult courses should be continually studying .","Students could receive a better , more efficient education if they spent 11 months a year studying , partly because after the long vacation , students will not remember the knowledge they have learned , partly because a long vacation will get students used to having fun instead of studying , and partly because some difficult courses should be studied continually ."
1316,R:VERB:FORM,have,having,"Students could receive a better , more efficient education if they spend 11 months a year studying partly because of after the long vacation , students will not remember the knowledge they have learned , partly because of long vacation will let students used to have fun instead of study , and partly because of some difficult courses should be continually studying .","Students could receive a better , more efficient education if they spent 11 months a year studying , partly because after the long vacation , students will not remember the knowledge they have learned , partly because a long vacation will get students used to having fun instead of studying , and partly because some difficult courses should be studied continually ."
1316,R:VERB:FORM,study,studying,"Students could receive a better , more efficient education if they spend 11 months a year studying partly because of after the long vacation , students will not remember the knowledge they have learned , partly because of long vacation will let students used to have fun instead of study , and partly because of some difficult courses should be continually studying .","Students could receive a better , more efficient education if they spent 11 months a year studying , partly because after the long vacation , students will not remember the knowledge they have learned , partly because a long vacation will get students used to having fun instead of studying , and partly because some difficult courses should be studied continually ."
1316,U:PREP,of,,"Students could receive a better , more efficient education if they spend 11 months a year studying partly because of after the long vacation , students will not remember the knowledge they have learned , partly because of long vacation will let students used to have fun instead of study , and partly because of some difficult courses should be continually studying .","Students could receive a better , more efficient education if they spent 11 months a year studying , partly because after the long vacation , students will not remember the knowledge they have learned , partly because a long vacation will get students used to having fun instead of studying , and partly because some difficult courses should be studied continually ."
1316,M:VERB,,studied,"Students could receive a better , more efficient education if they spend 11 months a year studying partly because of after the long vacation , students will not remember the knowledge they have learned , partly because of long vacation will let students used to have fun instead of study , and partly because of some difficult courses should be continually studying .","Students could receive a better , more efficient education if they spent 11 months a year studying , partly because after the long vacation , students will not remember the knowledge they have learned , partly because a long vacation will get students used to having fun instead of studying , and partly because some difficult courses should be studied continually ."
1316,U:VERB,studying,,"Students could receive a better , more efficient education if they spend 11 months a year studying partly because of after the long vacation , students will not remember the knowledge they have learned , partly because of long vacation will let students used to have fun instead of study , and partly because of some difficult courses should be continually studying .","Students could receive a better , more efficient education if they spent 11 months a year studying , partly because after the long vacation , students will not remember the knowledge they have learned , partly because a long vacation will get students used to having fun instead of studying , and partly because some difficult courses should be studied continually ."
1317,R:VERB:TENSE,spend,spent,"Therefore , I agree with the statement that students could receive a better , more efficient education if they spend 11 months a year studying .","Therefore , I agree with the statement that students could receive a better , more efficient education if they spent 11 months a year studying ."
1319,R:OTHER,",",that,"To begin with , there is a general consensus , students will forget the knowledge they have learned after a long break time .","To begin with , there is a general consensus that students will forget the knowledge they have learned after a long break ."
1319,U:NOUN,time,,"To begin with , there is a general consensus , students will forget the knowledge they have learned after a long break time .","To begin with , there is a general consensus that students will forget the knowledge they have learned after a long break ."
1320,R:PREP,on,in,"For example , on history class , history teacher have to repeat teaching the history of North America before he start to teach the history of South America in the beginning of the semester .","For example , in history class , the history teacher has to repeat teaching the history of North America before he starts to teach the history of South America at the beginning of the semester ."
1320,M:DET,,the,"For example , on history class , history teacher have to repeat teaching the history of North America before he start to teach the history of South America in the beginning of the semester .","For example , in history class , the history teacher has to repeat teaching the history of North America before he starts to teach the history of South America at the beginning of the semester ."
1320,R:VERB:SVA,have,has,"For example , on history class , history teacher have to repeat teaching the history of North America before he start to teach the history of South America in the beginning of the semester .","For example , in history class , the history teacher has to repeat teaching the history of North America before he starts to teach the history of South America at the beginning of the semester ."
1320,R:VERB:SVA,start,starts,"For example , on history class , history teacher have to repeat teaching the history of North America before he start to teach the history of South America in the beginning of the semester .","For example , in history class , the history teacher has to repeat teaching the history of North America before he starts to teach the history of South America at the beginning of the semester ."
1320,R:PREP,in,at,"For example , on history class , history teacher have to repeat teaching the history of North America before he start to teach the history of South America in the beginning of the semester .","For example , in history class , the history teacher has to repeat teaching the history of North America before he starts to teach the history of South America at the beginning of the semester ."
1321,U:VERB,wasting,,It is very wasting time and not efficient .,It is very time - wasting and not efficient .
1321,M:OTHER,,- wasting,It is very wasting time and not efficient .,It is very time - wasting and not efficient .
1322,R:VERB:FORM,relax,relaxing,"Next to go would be , students get used to relax by having no study and homework in the long vacation .","Next to go would be , students get used to relaxing by having no study and homework in the long vacation ."
1323,R:VERB:SVA,start,starts,"For example , when the semester start , students can not get away from the sunshine , beach , and travelling .","For example , when the semester starts , students can not get away from the sunshine , beach , and travelling ."
1324,M:PREP,,of,"In the class , students will recall the joyful time they had instead paying attention on the teacher .","In the class , students will recall the joyful time they had instead of paying attention to the teacher ."
1324,R:PREP,on,to,"In the class , students will recall the joyful time they had instead paying attention on the teacher .","In the class , students will recall the joyful time they had instead of paying attention to the teacher ."
1325,R:VERB:FORM,studying,studied,"Last but not least , some difficult courses should be continually studying rather than having long a break time .","Last but not least , some difficult courses should be continually studied rather than having a long break ."
1325,R:WO,long a,a long,"Last but not least , some difficult courses should be continually studying rather than having long a break time .","Last but not least , some difficult courses should be continually studied rather than having a long break ."
1325,U:NOUN,time,,"Last but not least , some difficult courses should be continually studying rather than having long a break time .","Last but not least , some difficult courses should be continually studied rather than having a long break ."
1326,R:PUNCT,", if",. If,"For instance , learning English should be a daily education , if you have a long time without learning English , you could forget the vocabulary or the grammar .","For instance , learning English should be a daily education . If you have a long time without learning English , you could forget the vocabulary or the grammar ."
1327,M:DET,,the,"In a nutshell , based on aforementioned , I totally I agree with the statement that students could receive a better , more efficient education if they spend 11 months a year studying .","In a nutshell , based on the aforementioned , I totally agree with the statement that students could receive a better , more efficient education if they spent 11 months a year studying ."
1327,U:PRON,I,,"In a nutshell , based on aforementioned , I totally I agree with the statement that students could receive a better , more efficient education if they spend 11 months a year studying .","In a nutshell , based on the aforementioned , I totally agree with the statement that students could receive a better , more efficient education if they spent 11 months a year studying ."
1327,R:VERB:TENSE,spend,spent,"In a nutshell , based on aforementioned , I totally I agree with the statement that students could receive a better , more efficient education if they spend 11 months a year studying .","In a nutshell , based on the aforementioned , I totally agree with the statement that students could receive a better , more efficient education if they spent 11 months a year studying ."
1328,U:DET,the,,My favourite sport is the soccer .,My favourite sport is soccer .
1329,R:VERB:TENSE,enjoy,have enjoyed,"I enjoy this sport since I was a child , I always remember when my father and my brother teach me to play it .",I have enjoyed this sport since I was a child . I always remember when my father and my brother taught me to play it .
1329,R:PUNCT,",",.,"I enjoy this sport since I was a child , I always remember when my father and my brother teach me to play it .",I have enjoyed this sport since I was a child . I always remember when my father and my brother taught me to play it .
1329,R:VERB:TENSE,teach,taught,"I enjoy this sport since I was a child , I always remember when my father and my brother teach me to play it .",I have enjoyed this sport since I was a child . I always remember when my father and my brother taught me to play it .
1330,M:PUNCT,,",",My father was a professional soccer player so I think that I inherited this love for the soccer .,"My father was a professional soccer player , so I think that I inherited this love for soccer ."
1330,U:DET,the,,My father was a professional soccer player so I think that I inherited this love for the soccer .,"My father was a professional soccer player , so I think that I inherited this love for soccer ."
1332,R:PREP,in,on,I always enjoy playing soccer because when I am in the playing field I forget all problems .,I always enjoy playing soccer because when I am on the playing field I forget all my problems .
1332,M:DET,,my,I always enjoy playing soccer because when I am in the playing field I forget all problems .,I always enjoy playing soccer because when I am on the playing field I forget all my problems .
1335,R:ORTH,when,When,when I play bad I feel nervous but my parters give me their unconditional support .,"When I play badly , I feel nervous , but my partners give me their unconditional support ."
1335,R:OTHER,bad,"badly ,",when I play bad I feel nervous but my parters give me their unconditional support .,"When I play badly , I feel nervous , but my partners give me their unconditional support ."
1335,M:PUNCT,,",",when I play bad I feel nervous but my parters give me their unconditional support .,"When I play badly , I feel nervous , but my partners give me their unconditional support ."
1335,R:SPELL,parters,partners,when I play bad I feel nervous but my parters give me their unconditional support .,"When I play badly , I feel nervous , but my partners give me their unconditional support ."
1336,R:ORTH,that,That,that is priceless .,That is priceless .
1337,U:DET,the,,I know the health is very important so if you practise this sport there is a big probability that you are healthy .,"I know health is very important , so if you do this sport , there is a big probability that you will be healthy ."
1337,M:PUNCT,,",",I know the health is very important so if you practise this sport there is a big probability that you are healthy .,"I know health is very important , so if you do this sport , there is a big probability that you will be healthy ."
1337,R:VERB,practise,do,I know the health is very important so if you practise this sport there is a big probability that you are healthy .,"I know health is very important , so if you do this sport , there is a big probability that you will be healthy ."
1337,M:PUNCT,,",",I know the health is very important so if you practise this sport there is a big probability that you are healthy .,"I know health is very important , so if you do this sport , there is a big probability that you will be healthy ."
1337,R:VERB:TENSE,are,will be,I know the health is very important so if you practise this sport there is a big probability that you are healthy .,"I know health is very important , so if you do this sport , there is a big probability that you will be healthy ."
1338,M:PUNCT,,",",So if you are starting this sport you have to do it because you really like it .,"So if you are starting this sport , you have to do it because you really like it ."
1339,R:ORTH,if,If,if you do n't like it there are many options to practise whatever sports .,"If you do n't like it , there are many options to practise whatever sports ."
1339,M:PUNCT,,",",if you do n't like it there are many options to practise whatever sports .,"If you do n't like it , there are many options to practise whatever sports ."
1340,U:DET,The soccer,Soccer,The soccer is not a violent sport but sometimes it becomes .,"Soccer is not a violent sport , but sometimes it becomes one ."
1340,M:PUNCT,,",",The soccer is not a violent sport but sometimes it becomes .,"Soccer is not a violent sport , but sometimes it becomes one ."
1340,M:OTHER,,one,The soccer is not a violent sport but sometimes it becomes .,"Soccer is not a violent sport , but sometimes it becomes one ."
1341,M:PUNCT,,",",In this way you have to be prepared for anything problem .,"In this way , you have to be prepared for any problem ."
1341,R:OTHER,anything,any,In this way you have to be prepared for anything problem .,"In this way , you have to be prepared for any problem ."
1342,M:PUNCT,,",",Finally I advise that you enjoy playing this awesome sport .,"Finally , I advise that you enjoy playing this awesome sport ."
1345,R:VERB:FORM,to see,seeing,Something that made me happy was to see my family .,Something that made me happy was seeing my family .
1346,R:ORTH,"september 12th,2014","September 12th , 2014","On september 12th,2014 I went to New York city .","On September 12th , 2014 , I went to New York City ."
1346,M:PUNCT,,",","On september 12th,2014 I went to New York city .","On September 12th , 2014 , I went to New York City ."
1346,R:ORTH,city,City,"On september 12th,2014 I went to New York city .","On September 12th , 2014 , I went to New York City ."
1347,R:PREP,In,On,In the fly I was very happy because I received a lot of food .,"On the flight , I was very happy because I received a lot of food ."
1347,R:OTHER,fly,"flight ,",In the fly I was very happy because I received a lot of food .,"On the flight , I was very happy because I received a lot of food ."
1348,R:SPELL,approximatly,approximately,The flight was approximatly five hours where I watch beautiful movies .,"The flight was approximately five hours , during which I watched beautiful movies ."
1348,M:PUNCT,,",",The flight was approximatly five hours where I watch beautiful movies .,"The flight was approximately five hours , during which I watched beautiful movies ."
1348,M:PREP,,during,The flight was approximatly five hours where I watch beautiful movies .,"The flight was approximately five hours , during which I watched beautiful movies ."
1348,R:OTHER,where,which,The flight was approximatly five hours where I watch beautiful movies .,"The flight was approximately five hours , during which I watched beautiful movies ."
1348,R:VERB:TENSE,watch,watched,The flight was approximatly five hours where I watch beautiful movies .,"The flight was approximately five hours , during which I watched beautiful movies ."
1349,M:PUNCT,,",",When I arrived my uncle was waiting for me and I gave him a big hug .,"When I arrived , my uncle was waiting for me and I gave him a big hug ."
1350,R:ORTH,long island,Long Island,We went to long island because there he lives .,We went to Long Island because he lives there .
1350,R:WO,there he lives,he lives there,We went to long island because there he lives .,We went to Long Island because he lives there .
1351,R:VERB:SVA,have,has,"He have a really nice house and I was happy to see my little cousin "" Angel "" who looks just like me .","He has a really nice house and I was happy to see my little cousin "" Angel "" who looks just like me ."
1352,R:VERB:TENSE,eat,ate,"In New York I eat so much , I also went to the city thay never sleeps , Manhattan .","In New York I ate so much . I also went to the city that never sleeps , Manhattan ."
1352,R:PUNCT,",",.,"In New York I eat so much , I also went to the city thay never sleeps , Manhattan .","In New York I ate so much . I also went to the city that never sleeps , Manhattan ."
1352,R:SPELL,thay,that,"In New York I eat so much , I also went to the city thay never sleeps , Manhattan .","In New York I ate so much . I also went to the city that never sleeps , Manhattan ."
1354,R:PREP,in,by,We went in car and it was about 8 hours long .,We went by car and it was about 8 hours long .
1355,M:PUNCT,,",",Finally we arrived to Niagara Falls city that looks like a ghost place .,"Finally , we arrived in Niagara Falls city , which looks like a ghost place ."
1355,R:PREP,to,in,Finally we arrived to Niagara Falls city that looks like a ghost place .,"Finally , we arrived in Niagara Falls city , which looks like a ghost place ."
1355,M:PUNCT,,",",Finally we arrived to Niagara Falls city that looks like a ghost place .,"Finally , we arrived in Niagara Falls city , which looks like a ghost place ."
1355,R:DET,that,which,Finally we arrived to Niagara Falls city that looks like a ghost place .,"Finally , we arrived in Niagara Falls city , which looks like a ghost place ."
1356,M:PUNCT,,",",It does not have too much to do but there were the falls .,"It does not have too much to do , but there were the falls ."
1357,R:PREP,of,at,I was amazed of how huge were the falls .,I was amazed at how huge the falls were .
1357,R:WO,were the falls,the falls were,I was amazed of how huge were the falls .,I was amazed at how huge the falls were .
1358,R:MORPH,incredible,incredibly,They were incredible amazing and beautiful .,They were incredibly amazing and beautiful .
1359,R:VERB:TENSE,take,took,I take too much photos because you do nt visit places like that everyday .,I took too many photos because you do n't visit places like that every day .
1359,R:ADJ,much,many,I take too much photos because you do nt visit places like that everyday .,I took too many photos because you do n't visit places like that every day .
1359,R:CONTR,nt,n't,I take too much photos because you do nt visit places like that everyday .,I took too many photos because you do n't visit places like that every day .
1359,R:ORTH,everyday,every day,I take too much photos because you do nt visit places like that everyday .,I took too many photos because you do n't visit places like that every day .
1360,R:VERB:FORM,to visit,visiting,Something that made me very happy was to visit my family .,Something that made me very happy was visiting my family .
1361,M:DET,,the,My uncle Juan lives in United States of America and I was very to hug him because I miss him a lot .,My uncle Juan lives in the United States of America and I was very happy to hug him because I miss him a lot .
1361,M:ADJ,,happy,My uncle Juan lives in United States of America and I was very to hug him because I miss him a lot .,My uncle Juan lives in the United States of America and I was very happy to hug him because I miss him a lot .
1362,R:PUNCT,", we",. We,"My cousin Angel was very happy to see me and me too , we are like siblings .",My cousin Angel was very happy to see me and me too . We are like siblings .
1363,R:VERB:TENSE,say,said,My aunt gave me a lot of presents because she say they do not see me frecuently and many other part of my family .,"My aunt gave me a lot of presents because she said they do not see me frequently , and many other members of my family ."
1363,R:SPELL,frecuently,frequently,My aunt gave me a lot of presents because she say they do not see me frecuently and many other part of my family .,"My aunt gave me a lot of presents because she said they do not see me frequently , and many other members of my family ."
1363,M:PUNCT,,",",My aunt gave me a lot of presents because she say they do not see me frecuently and many other part of my family .,"My aunt gave me a lot of presents because she said they do not see me frequently , and many other members of my family ."
1363,R:NOUN,part,members,My aunt gave me a lot of presents because she say they do not see me frecuently and many other part of my family .,"My aunt gave me a lot of presents because she said they do not see me frequently , and many other members of my family ."
1364,M:PUNCT,,",","In conclusion I have a perfect vacation where I saw new things , visit awesome places as Niagara Falls and Time Square , recieving a lot of presents and soecially eat a lot delicious food .","In conclusion , I had a perfect vacation where I saw new things , visited awesome places like Niagara Falls and Times Square , received a lot of presents and especially ate a lot of delicious food ."
1364,R:VERB:TENSE,have,had,"In conclusion I have a perfect vacation where I saw new things , visit awesome places as Niagara Falls and Time Square , recieving a lot of presents and soecially eat a lot delicious food .","In conclusion , I had a perfect vacation where I saw new things , visited awesome places like Niagara Falls and Times Square , received a lot of presents and especially ate a lot of delicious food ."
1364,R:VERB:TENSE,visit,visited,"In conclusion I have a perfect vacation where I saw new things , visit awesome places as Niagara Falls and Time Square , recieving a lot of presents and soecially eat a lot delicious food .","In conclusion , I had a perfect vacation where I saw new things , visited awesome places like Niagara Falls and Times Square , received a lot of presents and especially ate a lot of delicious food ."
1364,R:PREP,as,like,"In conclusion I have a perfect vacation where I saw new things , visit awesome places as Niagara Falls and Time Square , recieving a lot of presents and soecially eat a lot delicious food .","In conclusion , I had a perfect vacation where I saw new things , visited awesome places like Niagara Falls and Times Square , received a lot of presents and especially ate a lot of delicious food ."
1364,R:MORPH,Time,Times,"In conclusion I have a perfect vacation where I saw new things , visit awesome places as Niagara Falls and Time Square , recieving a lot of presents and soecially eat a lot delicious food .","In conclusion , I had a perfect vacation where I saw new things , visited awesome places like Niagara Falls and Times Square , received a lot of presents and especially ate a lot of delicious food ."
1364,R:VERB,recieving,received,"In conclusion I have a perfect vacation where I saw new things , visit awesome places as Niagara Falls and Time Square , recieving a lot of presents and soecially eat a lot delicious food .","In conclusion , I had a perfect vacation where I saw new things , visited awesome places like Niagara Falls and Times Square , received a lot of presents and especially ate a lot of delicious food ."
1364,R:SPELL,soecially,especially,"In conclusion I have a perfect vacation where I saw new things , visit awesome places as Niagara Falls and Time Square , recieving a lot of presents and soecially eat a lot delicious food .","In conclusion , I had a perfect vacation where I saw new things , visited awesome places like Niagara Falls and Times Square , received a lot of presents and especially ate a lot of delicious food ."
1364,R:VERB:TENSE,eat,ate,"In conclusion I have a perfect vacation where I saw new things , visit awesome places as Niagara Falls and Time Square , recieving a lot of presents and soecially eat a lot delicious food .","In conclusion , I had a perfect vacation where I saw new things , visited awesome places like Niagara Falls and Times Square , received a lot of presents and especially ate a lot of delicious food ."
1364,M:PREP,,of,"In conclusion I have a perfect vacation where I saw new things , visit awesome places as Niagara Falls and Time Square , recieving a lot of presents and soecially eat a lot delicious food .","In conclusion , I had a perfect vacation where I saw new things , visited awesome places like Niagara Falls and Times Square , received a lot of presents and especially ate a lot of delicious food ."
1365,R:WO,attending students,students attending,"Most attending students to Universities are out of the city where they used to live , so , they need an accommodation to live through their study years .","Most students attending universities are out of the city where they used to live , so , they need accommodation to live in during their study years ."
1365,U:PREP,to,,"Most attending students to Universities are out of the city where they used to live , so , they need an accommodation to live through their study years .","Most students attending universities are out of the city where they used to live , so , they need accommodation to live in during their study years ."
1365,R:ORTH,Universities,universities,"Most attending students to Universities are out of the city where they used to live , so , they need an accommodation to live through their study years .","Most students attending universities are out of the city where they used to live , so , they need accommodation to live in during their study years ."
1365,U:DET,an,,"Most attending students to Universities are out of the city where they used to live , so , they need an accommodation to live through their study years .","Most students attending universities are out of the city where they used to live , so , they need accommodation to live in during their study years ."
1365,R:PREP,through,in during,"Most attending students to Universities are out of the city where they used to live , so , they need an accommodation to live through their study years .","Most students attending universities are out of the city where they used to live , so , they need accommodation to live in during their study years ."
1366,R:NOUN:NUM,accommodations,accommodation,"Most universities provide cheap accommodations such as , shared rooms and dormitories to their students to lower the living costs , where most students have low income .","Most universities provide cheap accommodation , such as shared rooms and dormitories , to their students to lower the living costs , because most students have low incomes ."
1366,R:WO,"such as ,",", such as","Most universities provide cheap accommodations such as , shared rooms and dormitories to their students to lower the living costs , where most students have low income .","Most universities provide cheap accommodation , such as shared rooms and dormitories , to their students to lower the living costs , because most students have low incomes ."
1366,M:PUNCT,,",","Most universities provide cheap accommodations such as , shared rooms and dormitories to their students to lower the living costs , where most students have low income .","Most universities provide cheap accommodation , such as shared rooms and dormitories , to their students to lower the living costs , because most students have low incomes ."
1366,R:PREP,where,because,"Most universities provide cheap accommodations such as , shared rooms and dormitories to their students to lower the living costs , where most students have low income .","Most universities provide cheap accommodation , such as shared rooms and dormitories , to their students to lower the living costs , because most students have low incomes ."
1366,R:NOUN:NUM,income,incomes,"Most universities provide cheap accommodations such as , shared rooms and dormitories to their students to lower the living costs , where most students have low income .","Most universities provide cheap accommodation , such as shared rooms and dormitories , to their students to lower the living costs , because most students have low incomes ."
1367,R:VERB,hire,rent,Other students who may have family financial support prefer to hire an apartments to live independently,Other students who may have family financial support prefer to rent an apartment to live independently .
1367,R:NOUN:NUM,apartments,apartment,Other students who may have family financial support prefer to hire an apartments to live independently,Other students who may have family financial support prefer to rent an apartment to live independently .
1367,M:PUNCT,,.,Other students who may have family financial support prefer to hire an apartments to live independently,Other students who may have family financial support prefer to rent an apartment to live independently .
1368,R:VERB:SVA,have,has,"Sharing houses or rooms have many advantages such as , cheap , safe , close to the university , and learn how to share everything with others . saving money and time will be more Obvious in university dormitories because monthly payments will be less than four times than hiring an apartment , and because it will be closer to the university , saving money and time is more efficient by reducing transportation 's costs","Sharing houses or rooms has many advantages , such as cheap , safe , close to the university , and learning how to share everything with others . Saving money and time will be more obvious in university dormitories because monthly payments will be less than four times than renting an apartment , and because it will be closer to the university , saving money and time is more efficient by reducing transportation costs ."
1368,R:WO,"such as ,",", such as","Sharing houses or rooms have many advantages such as , cheap , safe , close to the university , and learn how to share everything with others . saving money and time will be more Obvious in university dormitories because monthly payments will be less than four times than hiring an apartment , and because it will be closer to the university , saving money and time is more efficient by reducing transportation 's costs","Sharing houses or rooms has many advantages , such as cheap , safe , close to the university , and learning how to share everything with others . Saving money and time will be more obvious in university dormitories because monthly payments will be less than four times than renting an apartment , and because it will be closer to the university , saving money and time is more efficient by reducing transportation costs ."
1368,R:VERB:FORM,learn,learning,"Sharing houses or rooms have many advantages such as , cheap , safe , close to the university , and learn how to share everything with others . saving money and time will be more Obvious in university dormitories because monthly payments will be less than four times than hiring an apartment , and because it will be closer to the university , saving money and time is more efficient by reducing transportation 's costs","Sharing houses or rooms has many advantages , such as cheap , safe , close to the university , and learning how to share everything with others . Saving money and time will be more obvious in university dormitories because monthly payments will be less than four times than renting an apartment , and because it will be closer to the university , saving money and time is more efficient by reducing transportation costs ."
1368,R:ORTH,saving,Saving,"Sharing houses or rooms have many advantages such as , cheap , safe , close to the university , and learn how to share everything with others . saving money and time will be more Obvious in university dormitories because monthly payments will be less than four times than hiring an apartment , and because it will be closer to the university , saving money and time is more efficient by reducing transportation 's costs","Sharing houses or rooms has many advantages , such as cheap , safe , close to the university , and learning how to share everything with others . Saving money and time will be more obvious in university dormitories because monthly payments will be less than four times than renting an apartment , and because it will be closer to the university , saving money and time is more efficient by reducing transportation costs ."
1368,R:ORTH,Obvious,obvious,"Sharing houses or rooms have many advantages such as , cheap , safe , close to the university , and learn how to share everything with others . saving money and time will be more Obvious in university dormitories because monthly payments will be less than four times than hiring an apartment , and because it will be closer to the university , saving money and time is more efficient by reducing transportation 's costs","Sharing houses or rooms has many advantages , such as cheap , safe , close to the university , and learning how to share everything with others . Saving money and time will be more obvious in university dormitories because monthly payments will be less than four times than renting an apartment , and because it will be closer to the university , saving money and time is more efficient by reducing transportation costs ."
1368,R:VERB,hiring,renting,"Sharing houses or rooms have many advantages such as , cheap , safe , close to the university , and learn how to share everything with others . saving money and time will be more Obvious in university dormitories because monthly payments will be less than four times than hiring an apartment , and because it will be closer to the university , saving money and time is more efficient by reducing transportation 's costs","Sharing houses or rooms has many advantages , such as cheap , safe , close to the university , and learning how to share everything with others . Saving money and time will be more obvious in university dormitories because monthly payments will be less than four times than renting an apartment , and because it will be closer to the university , saving money and time is more efficient by reducing transportation costs ."
1368,U:NOUN:POSS,'s,,"Sharing houses or rooms have many advantages such as , cheap , safe , close to the university , and learn how to share everything with others . saving money and time will be more Obvious in university dormitories because monthly payments will be less than four times than hiring an apartment , and because it will be closer to the university , saving money and time is more efficient by reducing transportation 's costs","Sharing houses or rooms has many advantages , such as cheap , safe , close to the university , and learning how to share everything with others . Saving money and time will be more obvious in university dormitories because monthly payments will be less than four times than renting an apartment , and because it will be closer to the university , saving money and time is more efficient by reducing transportation costs ."
1368,M:PUNCT,,.,"Sharing houses or rooms have many advantages such as , cheap , safe , close to the university , and learn how to share everything with others . saving money and time will be more Obvious in university dormitories because monthly payments will be less than four times than hiring an apartment , and because it will be closer to the university , saving money and time is more efficient by reducing transportation 's costs","Sharing houses or rooms has many advantages , such as cheap , safe , close to the university , and learning how to share everything with others . Saving money and time will be more obvious in university dormitories because monthly payments will be less than four times than renting an apartment , and because it will be closer to the university , saving money and time is more efficient by reducing transportation costs ."
1369,M:PREP,,of,"In spite all these benefits , I prefer- if I can - to live in an apartment where the personality is very important for me .","In spite of all these benefits , I prefer - if I can - to live in an apartment where the personality is very important to me ."
1369,R:ORTH,prefer-,prefer -,"In spite all these benefits , I prefer- if I can - to live in an apartment where the personality is very important for me .","In spite of all these benefits , I prefer - if I can - to live in an apartment where the personality is very important to me ."
1369,R:PREP,for,to,"In spite all these benefits , I prefer- if I can - to live in an apartment where the personality is very important for me .","In spite of all these benefits , I prefer - if I can - to live in an apartment where the personality is very important to me ."
1370,R:NOUN,friend,room,"Many years ago , I shared a friend in a room for few months during a course outside my country , these days where I worst during my life , he was dirty , speaking loudly all time and did not share the budget of eating . living alone will grant me the freedom to live by the way that I choose and still friendly with all the others without exceed the privacy of my friends . this matter will not achieved when living in shared rooms .","Many years ago , I shared a room with a friend for a few months during a course outside my country . Those days were the worst of my life . He was dirty , spoke loudly all the time and did not share the cost of eating . Living alone will grant me the freedom to live in the way that I choose and still be friendly with all the others without exceeding the privacy of my friends . This will not be achieved when living in shared rooms ."
1370,R:PREP,in,with,"Many years ago , I shared a friend in a room for few months during a course outside my country , these days where I worst during my life , he was dirty , speaking loudly all time and did not share the budget of eating . living alone will grant me the freedom to live by the way that I choose and still friendly with all the others without exceed the privacy of my friends . this matter will not achieved when living in shared rooms .","Many years ago , I shared a room with a friend for a few months during a course outside my country . Those days were the worst of my life . He was dirty , spoke loudly all the time and did not share the cost of eating . Living alone will grant me the freedom to live in the way that I choose and still be friendly with all the others without exceeding the privacy of my friends . This will not be achieved when living in shared rooms ."
1370,R:NOUN,room,friend,"Many years ago , I shared a friend in a room for few months during a course outside my country , these days where I worst during my life , he was dirty , speaking loudly all time and did not share the budget of eating . living alone will grant me the freedom to live by the way that I choose and still friendly with all the others without exceed the privacy of my friends . this matter will not achieved when living in shared rooms .","Many years ago , I shared a room with a friend for a few months during a course outside my country . Those days were the worst of my life . He was dirty , spoke loudly all the time and did not share the cost of eating . Living alone will grant me the freedom to live in the way that I choose and still be friendly with all the others without exceeding the privacy of my friends . This will not be achieved when living in shared rooms ."
1370,M:DET,,a,"Many years ago , I shared a friend in a room for few months during a course outside my country , these days where I worst during my life , he was dirty , speaking loudly all time and did not share the budget of eating . living alone will grant me the freedom to live by the way that I choose and still friendly with all the others without exceed the privacy of my friends . this matter will not achieved when living in shared rooms .","Many years ago , I shared a room with a friend for a few months during a course outside my country . Those days were the worst of my life . He was dirty , spoke loudly all the time and did not share the cost of eating . Living alone will grant me the freedom to live in the way that I choose and still be friendly with all the others without exceeding the privacy of my friends . This will not be achieved when living in shared rooms ."
1370,R:PUNCT,",",.,"Many years ago , I shared a friend in a room for few months during a course outside my country , these days where I worst during my life , he was dirty , speaking loudly all time and did not share the budget of eating . living alone will grant me the freedom to live by the way that I choose and still friendly with all the others without exceed the privacy of my friends . this matter will not achieved when living in shared rooms .","Many years ago , I shared a room with a friend for a few months during a course outside my country . Those days were the worst of my life . He was dirty , spoke loudly all the time and did not share the cost of eating . Living alone will grant me the freedom to live in the way that I choose and still be friendly with all the others without exceeding the privacy of my friends . This will not be achieved when living in shared rooms ."
1370,R:DET,these,Those,"Many years ago , I shared a friend in a room for few months during a course outside my country , these days where I worst during my life , he was dirty , speaking loudly all time and did not share the budget of eating . living alone will grant me the freedom to live by the way that I choose and still friendly with all the others without exceed the privacy of my friends . this matter will not achieved when living in shared rooms .","Many years ago , I shared a room with a friend for a few months during a course outside my country . Those days were the worst of my life . He was dirty , spoke loudly all the time and did not share the cost of eating . Living alone will grant me the freedom to live in the way that I choose and still be friendly with all the others without exceeding the privacy of my friends . This will not be achieved when living in shared rooms ."
